,3M Company,Alcoa Incorporated,American Express Company,AT&T Incorporated,Bank of America Corporation,Boeing Corporation,Caterpillar Incorporated,Chevron Corporation,"Cisco Systems, Inc",Coca-Cola Company,DuPont,Exxon Mobil Corporation,General Electric Company,Home Depot Incorporated,Microsoft Corporation,Intel Corporation,International Business Machines,J.P. Morgan Chase & Company,Johnson & Johnson,McDonald’s Corporation,Merck & Company,Pfizer Incorporated,Procter & Gamble Company,"The Travelers Companies, Inc",United Technologies,Verizon Company,Wal-Mart Stores Incorporated,Walt Disney Company
2012-01-24,85.93,24.67881,49.23,30.09,7.29,75.360001,106.290001,106.720001,19.82,33.950001,47.508743,87.18,144.92308,44.959999,29.34,26.9,191.929993,37.66,65,98.75,37.003819,20.550285,64.5,58,48.949024,37.790001,61.389999,39.25
2012-01-25,86.480003,25.183439,50.169998,30.209999,7.35,75.82,109.050003,107.730003,19.83,34.215,48.021122,87.220001,147.153839,45.259998,29.559999,26.9,191.729996,37.599998,65.220001,99.230003,36.908398,20.60721,64.980003,59.150002,48.86721,37.689999,61.470001,39.560001
2012-01-26,87.580002,24.895081,49.98,29.450001,7.3,75.309998,111.309998,106.589996,19.83,34.005001,47.551441,86.769997,146.692307,44.950001,29.5,26.75,190.979996,37.490002,65.699997,99.18,37.003819,20.521822,64.800003,58.700001,48.716175,37.34,60.970001,39.349998
2012-01-27,87.459999,25.06329,49.849998,29.16,7.29,74.550003,111.279999,103.959999,19.559999,33.720001,47.622604,85.830002,146.384613,44.869999,29.23,26.73,190.460007,37.209999,65.559998,98.690002,36.755726,20.379507,64.300003,58.049999,48.848331,37.209999,60.709999,39.25
2012-01-30,87.339996,24.79896,49.119999,29.34,7.07,74.160004,110.410004,103.410004,19.559999,33.73,47.238323,85.489998,145.384613,44.77,29.610001,26.74,192.5,37.009998,65.709999,98.690002,37.10878,20.474382,63.209999,58.110001,48.842037,37.610001,61.299999,38.990002
2012-01-31,86.709999,24.41448,50.139999,29.41,7.13,74.18,109.120003,103.120003,19.65,33.764999,47.693768,83.739998,143.92308,44.389999,29.530001,26.42,192.600006,37.299999,65.910004,99.050003,36.517178,20.303604,63.040001,58.299999,49.307739,37.66,61.360001,38.900002
2012-02-01,87.349998,24.510599,50.619999,29.6,7.36,75.370003,110.519997,102.790001,19.799999,33.924999,48.305775,83.970001,144.384613,44.470001,29.889999,26.549999,192.619995,37.599998,65.690002,98.400002,36.860687,20.218216,63.209999,59.27,50.484581,37.799999,62.18,39.330002
2012-02-02,87.43,25.039261,51.16,29.790001,7.45,75.220001,110.330002,103.690002,19.799999,33.915001,47.736465,83.529999,144.230774,44.459999,29.950001,26.49,191.529999,37.549999,65.589996,98.620003,36.67939,20.028463,63.32,59.389999,50.358715,37.560001,61.939999,38.91
2012-02-03,87.730003,25.856279,52.25,29.950001,7.84,76.339996,113.940002,105.5,20.09,34.040001,48.647362,84.919998,146.307693,45.169998,30.24,26.74,193.639999,38.279999,65.639999,100.010002,36.612595,20.113852,62.77,60.119999,51.006924,37.84,62.029999,40
2012-02-06,87.559998,25.80822,51.810001,29.969999,7.97,75.459999,113.779999,106.669998,20.190001,34.014999,48.362705,85.75,146.538467,45.200001,30.200001,26.719999,192.820007,38.139999,65.190002,99.489998,36.64122,19.876659,63.509998,59.330002,50.704845,38.139999,61.880001,40.459999
2012-02-07,87.889999,25.640011,52.130001,30.040001,7.85,75.199997,113.809998,106.830002,20.200001,34.275002,48.191914,86.339996,147.538467,45.459999,30.35,26.639999,193.350006,37.869999,65.260002,100.910004,36.860687,19.971537,63.700001,59.740002,50.522343,37.919998,61.689999,40.98
2012-02-08,87.970001,25.640011,51.639999,30.02,8.13,75.459999,114.040001,106.760002,20.43,34.165001,48.320007,85.32,148,45.169998,30.66,26.85,192.949997,38.299999,65.239998,100.050003,36.660305,19.933586,63.639999,59.849998,51.441158,37.919998,61.619999,41.27
2012-02-09,88.019997,25.567921,52.310001,29.99,8.18,75.900002,112.830002,106.370003,20,33.985001,48.988945,84.879997,147.153839,45.27,30.77,26.860001,193.130005,37.860001,64.889999,99.989998,36.402672,20.056927,64.040001,59.889999,52.724983,37.919998,61.959999,41.529999
2012-02-10,87.139999,24.72687,51.810001,29.84,8.07,74.949997,111.75,105.279999,19.9,33.970001,48.391171,83.800003,145.230774,45.330002,30.5,26.700001,192.419998,37.610001,64.599998,99.470001,36.173664,19.971537,63.880001,59.380001,52.548775,37.689999,61.900002,41.450001
2012-02-13,88.029999,24.82299,52.07,30.040001,8.25,74.849998,113.699997,106.379997,20.030001,34.220001,48.661594,84.419998,146.692307,45.93,30.58,26.700001,192.619995,38.299999,64.68,99.650002,36.364506,20.208729,64.230003,58.990002,53.417244,38.130001,61.790001,41.790001
2012-02-14,87.989998,24.53463,51.959999,30.07,7.98,75.559998,114.449997,106.489998,20.07,34.450001,47.821865,84.669998,145.692307,46.060001,30.25,26.780001,192.220001,37.919998,64.610001,99.550003,36.459923,20.237192,64.480003,59.16,53.266205,38.040001,62.220001,41.599998
2012-02-15,87.010002,24.2703,51.52,29.870001,7.78,75.209999,112.529999,105,19.91,34.200001,47.907261,84.120003,144.307693,45.709999,30.049999,26.58,192.25,37.400002,64.650002,98.610001,36.278625,20.028463,64.550003,59.290001,51.98238,37.830002,61.759998,41.25
2012-02-16,87.650002,24.702841,52.869999,30.02,8.09,75.269997,113.959999,106.519997,20.190001,34.43,49.01741,85.410004,146.230774,45.93,31.290001,26.83,193.020004,38,64.919998,99.260002,36.393131,20.237192,65.199997,59.439999,52.372562,38.049999,62.040001,41.540001
2012-02-17,87.559998,24.39045,52.860001,30.01,8.02,75.349998,113.949997,106.660004,20.290001,34.525002,49.814442,85.620003,148.307693,46.709999,31.25,27.370001,193.419998,38.470001,64.989998,99.989998,36.793892,20.104364,64.910004,59.849998,52.724983,38.459999,62.48,41.75
2012-02-21,87.599998,25.01523,52.849998,30.34,8.11,75.720001,115,108.410004,20.360001,34.41,49.316296,86.57,149.307693,46.919998,31.440001,27.16,193.389999,38.459999,65.040001,100.489998,36.383587,20.132828,64.419998,59.27,52.838264,38.490002,60.07,41.57
2012-02-22,87.760002,24.94314,52.790001,30.280001,7.95,76.059998,115.809998,107.5,20.120001,34.625,47.921494,86.919998,149.153839,46.57,31.27,26.73,193.869995,38.07,65,100.660004,36.469467,20.265656,64.440002,58.939999,52.83197,38.209999,58.599998,41.27
2012-02-23,87.900002,25.13538,52.669998,30.459999,8.02,75.849998,116.199997,108.349998,20.23,34.59,48.191914,87.019997,148.538467,46.950001,31.370001,26.66,197.610001,38.490002,65.099998,100.809998,36.746181,19.952562,66.419998,58.959999,52.54248,38.130001,58.540001,41.48
2012-02-24,88.199997,25.06329,53.330002,30.34,7.88,76.059998,116,109.080002,20.139999,34.5,48.134983,87.339996,148,46.98,31.48,26.700001,197.759995,38.279999,64.459999,100.32,36.450382,20.094877,66.709999,58.599998,52.844555,38.139999,58.790001,41.310001
2012-02-27,88.07,24.79896,54.18,30.360001,8.04,75.209999,115.629997,109.629997,20.17,34.415001,48.661594,87.230003,146.692307,46.93,31.35,26.889999,197.529999,39.060001,64.449997,100.360001,36.402672,20.170778,66.699997,58.599998,52.630585,38.130001,58.459999,41.639999
2012-02-28,87.769997,24.919109,53.759998,30.530001,8.12,75.160004,115.760002,109.610001,20.200001,34.424999,48.889317,87.139999,147.384613,47.23,31.870001,27.24,197.979996,39.209999,65.18,99.779999,36.622135,20.132828,67.389999,58.400002,52.529892,38.150002,58.93,41.93
2012-02-29,87.599998,24.438511,52.889999,30.59,7.97,74.949997,114.209999,109.120003,19.879999,34.93,47.693768,86.5,146.538467,47.57,31.74,26.879999,196.729996,39.240002,65.080002,99.279999,36.421757,20.047438,67.620003,57.970001,52.781624,38.110001,59.080002,41.990002
2012-03-01,87.489998,24.67881,53.57,30.629999,8.12,75.080002,113.389999,109.760002,19.879999,34.799999,48.533497,86.830002,147.07692,47.459999,32.290001,26.860001,197.529999,40.369999,64.830002,99.25,36.059158,20.388994,66.660004,58.419998,52.964127,38.43,58.82,42.389999
2012-03-02,87.519997,24.60672,52.990002,30.870001,8.13,74.900002,112.489998,109.610001,19.76,34.59,48.675823,86.330002,145.92308,47.41,32.080002,26.92,198.809998,40.630001,64.769997,99.5,36.192749,20.313093,66.669998,58.009998,53.203274,38.669998,59.009998,42.360001
2012-03-05,87.059998,23.717609,52.970001,30.99,7.97,74.129997,110.089996,109.32,19.6,34.615002,47.949959,87.010002,145,47.389999,31.799999,26.540001,200.660004,40.400002,64.910004,99.940002,36.688931,20.398481,66.949997,58.5,52.416615,39,59.400002,42.700001
2012-03-06,84.949997,22.756411,51.740002,30.73,7.71,72.559998,105.93,108.849998,19.48,34.380001,46.256268,85.860001,141.692307,46.389999,31.559999,26.610001,197.259995,39.32,64.349998,99.889999,35.725189,20.180265,66.839996,56.990002,51.220894,38.689999,58.970001,42
2012-03-07,85.470001,22.94865,52.27,30.879999,8.02,73.519997,108.279999,109.459999,19.41,34.395,47.138695,85.830002,144.384613,47.389999,31.84,26.91,197.770004,39.950001,64.300003,100.18,35.601147,20.275143,66.580002,56.869999,51.963497,38.869999,59.860001,41.75
2012-03-08,86.709999,23.47731,52.950001,31,8.06,74.169998,110.279999,110.029999,19.68,34.634998,48.191914,84.830002,146.384613,47.82,32.009998,26.84,199.809998,40.439999,64.849998,96.959999,35.687023,20.360531,66.900002,57.099998,52.567654,39.220001,59.77,42.02
2012-03-09,86.800003,23.573429,53.200001,31.18,8.05,73.290001,110.220001,109.57,19.799999,34.755001,48.476566,84.300003,146.461533,48.099998,31.99,27.07,200.619995,41.029999,64.739998,96.839996,35.877865,20.379507,66.93,57.610001,52.580238,39.099998,60.080002,42.240002
2012-03-12,87.540001,23.717609,52.77,31.440001,7.99,73.599998,108.940002,110,19.83,35.075001,47.836098,85.550003,147.153839,48.59,32.040001,26.99,201,40.540001,65.099998,96.660004,36.354961,20.436434,67.709999,57.610001,52.857143,39.32,60.68,42.34
2012-03-13,88.75,24.774929,54.25,31.629999,8.49,74.309998,113.300003,111.190002,20.219999,35.125,49.245132,86.860001,150.692307,49.139999,32.669998,27.49,203.779999,43.389999,65.330002,96.779999,36.526718,20.882353,67.900002,58.41,54.480804,39.48,61,44.009998
2012-03-14,88.870003,24.702841,56.150002,31.450001,8.84,75.230003,112.269997,110.690002,20.200001,35.110001,49.031643,86.019997,152.230774,49.470001,32.77,27.459999,204.720001,43.580002,65.080002,97.290001,36.469467,20.806452,67.849998,58.950001,54.631844,39.470001,61.080002,43.48
2012-03-15,90,24.87105,56.720001,31.639999,9.24,75.43,113.449997,110.029999,19.91,35.165001,49.814442,86.089996,155.07692,49.200001,32.849998,27.75,206,44.700001,65.07,98.040001,36.316795,20.787476,67.68,59.080002,54.68219,39.540001,61.23,43.470001
2012-03-16,89.559998,25.32762,56.549999,31.59,9.8,75.199997,113.580002,110.279999,20.030001,35.080002,50.241421,86.440002,155.384613,49.049999,32.599998,27.73,206.009995,44.57,65.120003,97.660004,36.28817,20.815939,67.25,59.200001,53.794842,39.57,60.84,43.189999
2012-03-19,89.739998,25.4718,57.27,31.65,9.53,75.400002,113.730003,110.699997,20.139999,35.200001,50.440681,86.989998,155.461533,48.830002,32.200001,27.74,205.720001,45,65.209999,97.730003,36.154579,20.759012,67.209999,59.119999,53.25362,39.650002,60.740002,43.439999
2012-03-20,89.349998,25.08732,56.91,31.790001,9.81,75.139999,110.760002,109.080002,20.57,35.294998,50.241421,86.599998,154.384613,49.380001,31.99,27.75,204.25,45.380001,64.959999,97.650002,36.030533,20.683111,67.209999,59.16,52.397736,39.630001,60.599998,43.240002
2012-03-21,88.910004,24.67881,57.049999,31.84,9.82,75.010002,109,107.910004,20.5,35.560001,49.871372,86.010002,154.384613,49.790001,31.91,27.780001,204.690002,45.119999,64.760002,96.720001,35.973282,20.65465,67.199997,58.509998,52.057899,39.779999,60.560001,43.27
2012-03-22,88.57,24.054029,57.290001,31.709999,9.6,73.919998,106.43,105.349998,20.379999,35.709999,49.060108,85.330002,152.692307,49.68,32,27.9,205.490005,44.650002,64.459999,95.800003,35.877865,20.616697,67.519997,57.970001,51.648834,39.66,60.650002,43.290001
2012-03-23,88.459999,24.294331,57.25,31.52,9.85,73.970001,107.830002,106.360001,20.530001,35.744999,49.842907,85.550003,152.153839,49.540001,32.009998,27.879999,205.479996,45.16,64.550003,95.550003,36.269085,20.702087,67.43,58.200001,51.478916,39.419998,60.75,43.650002
2012-03-26,89.120003,24.558661,58.66,31.790001,9.93,75.18,108.75,107.839996,20.84,35.950001,50.782265,87.029999,154.230774,50.130001,32.59,28.190001,207.770004,46.169998,65.169998,96.970001,36.889313,21.024668,67.459999,58.849998,52.548775,39.330002,61.200001,44.380001
2012-03-27,89.139999,24.174179,58.220001,31.639999,9.6,74.809998,108.059998,107.040001,20.91,35.935001,50.042164,86.620003,154.153839,50.040001,32.52,28.190001,207.179993,45.889999,65.400002,97.339996,37.0229,21.347248,67.150002,58.48,52.303333,38.66,61.09,44.150002
2012-03-28,88.449997,23.62149,59.060001,31.360001,9.75,74.330002,104.260002,105.889999,21.08,36.330002,48.561962,85.860001,153.92308,49.91,32.189999,27.799999,207.289993,46.27,65.620003,97.080002,36.555344,21.26186,67.190002,58.77,51.302708,38.259998,61.189999,43.509998
2012-03-29,88.769997,24.102091,57.889999,31.209999,9.53,74.080002,106.019997,106.849998,21.030001,36.904999,48.647362,86.080002,153.461533,49.91,32.119999,28.16,208.270004,45.669998,65.540001,97.639999,36.269085,21.271347,67.010002,58.650002,51.806168,38.07,60.82,43.009998
2012-03-30,89.209999,24.07806,57.860001,31.23,9.57,74.370003,106.519997,107.209999,21.15,37.005001,49.302063,86.730003,154.384613,50.310001,32.259998,28.120001,208.649994,45.98,65.959999,98.099998,36.64122,21.489565,67.209999,59.200001,52.19635,38.23,61.200001,43.779999
2012-04-02,89.230003,24.438511,58.009998,31.450001,9.68,75.169998,107.25,108.300003,21.190001,37.07,49.771744,87.07,154,49.990002,32.290001,28.379999,209.470001,46.130001,66.209999,98.360001,36.746181,21.432638,67.559998,59.330002,52.06419,38.52,61.360001,43.84
2012-04-03,88.790001,24.174179,58.389999,31.43,9.49,74.650002,106.209999,107.139999,20.82,36.880001,48.462334,85.830002,153.538467,50,31.940001,28.110001,209.5,45.419998,65.879997,99.400002,36.946564,21.385199,67.089996,59.279999,51.730648,38.459999,60.650002,43.290001
2012-04-04,87.839996,23.573429,57.369999,31.57,9.2,73.669998,106.260002,105.599998,20.360001,36.73,47.821865,84.980003,151.846161,49.849998,31.209999,27.93,206.050003,44.41,65.389999,97.480003,37.11832,21.242884,67.260002,59.220001,51.554436,38.389999,60.259998,42.93
2012-04-05,87.269997,23.14089,58.099998,30.940001,9.23,73.589996,105.870003,104.75,20.219999,36.735001,47.565674,84.82,149.92308,50.619999,31.52,28.07,205.470001,44.34,65.339996,98.620003,37.099236,21.195446,67.309998,58.880001,51.35305,37.66,60.669998,43.080002
2012-04-09,86.330002,23.0688,57.16,30.639999,8.93,72.43,103.57,103.489998,19.959999,36.435001,46.242035,83.879997,147.692307,50.580002,31.1,27.76,204.940002,43.889999,64.919998,98.879997,36.956108,20.920303,66.809998,58.049999,50.490875,37.459999,60.130001,42.110001
2012-04-10,84.580002,22.39596,56.18,30.129999,8.54,70.599998,100.43,101.449997,19.549999,36.009998,45.117653,82.169998,144.153839,49.360001,30.469999,27.450001,202.330002,42.959999,64.199997,97.669998,36.688931,20.863379,66.349998,57.75,49.389553,36.799999,59.93,40.990002
2012-04-11,85.349998,23.7897,56.950001,30.450001,8.86,71.769997,101.75,100.949997,20.02,36.060001,45.359608,82.699997,146.230774,49.75,30.35,27.85,202.580002,44.009998,64.129997,98.559998,36.717556,20.825426,66.440002,58.169998,50.113277,37.380001,59.799999,41.369999
2012-04-12,86.860001,24.438511,58.040001,30.84,9.17,73.5,106.440002,102.589996,20.059999,36.110001,46.498222,83.599998,148.461533,50.630001,30.98,28.48,205.320007,44.84,64.150002,97.639999,36.517178,20.796965,66.089996,59.099998,51.082443,37.549999,60.139999,42.150002
2012-04-13,85.690002,23.66955,57.279999,30.540001,8.68,72.919998,105.889999,100.779999,19.85,35.970001,47.252556,82.949997,145.230774,50.959999,30.809999,28.09,202.800003,43.209999,63.540001,96.970001,36.049618,20.730551,65.809998,58.119999,50.220264,37.259998,59.77,41.849998
2012-04-16,86.400002,23.693581,57.830002,30.610001,8.79,72.68,106.739998,101.510002,19.73,36.220001,47.821865,84.010002,145.384613,51.689999,31.08,28.41,202.720001,43.330002,63.98,96.580002,36.21183,20.853889,66.779999,59.16,50.270611,37.43,60.580002,41.66
2012-04-17,87.449997,24.00597,58.18,30.889999,8.92,74.089996,108.410004,103.620003,20.08,36.974998,49.273598,85.449997,148.769226,52.029999,31.440001,28.469999,207.449997,43.900002,64.220001,97.110001,36.746181,21.166983,67.019997,59.990002,51.126495,37.740002,61.869999,42.68
2012-04-18,87.129997,23.909849,58.040001,30.75,8.92,73.709999,109.209999,103.389999,20.059999,37.084999,49.259365,85.75,146.92308,51.810001,31.139999,27.950001,200.130005,43.290001,63.259998,97.339996,36.64122,21.29981,66.75,59.470001,51.101322,37.66,62.060001,42.490002
2012-04-19,86.800003,23.453279,57.57,30.74,8.77,73.099998,107.360001,102.510002,19.91,36.91,49.757511,85.279999,147.230774,51.560001,31.01,27.690001,199.509995,43.220001,63.029999,95.279999,36.603054,21.195446,66.57,61.700001,50.597858,38.150002,61.75,42.080002
2012-04-20,87.480003,23.309099,57.450001,30.860001,8.36,73.550003,107.730003,102.519997,19.91,37.064999,50.255653,85.300003,148.92308,51.459999,32.419998,27.6,199.600006,42.720001,63.709999,95.940002,36.956108,21.404175,67.510002,62.75,50.975456,38.73,62.450001,42.349998
2012-04-23,87.129997,23.14089,57.32,30.610001,8.18,72.860001,106.900002,102.440002,19.68,36.845001,49.472855,85.690002,146.692307,51.099998,32.119999,27.450001,198.619995,42.849998,63.369999,95.190002,36.517178,21.233397,66.650002,62.91,50.188797,38.57,59.540001,42.009998
2012-04-24,88.489998,23.21298,57.630001,31.719999,8.21,73.209999,108.400002,103.029999,19.42,37.060001,49.28783,86.309998,150.307693,51.23,31.92,27.309999,200,43.279999,63.77,94.589996,36.517178,21.470589,67,63.369999,50.251732,39.5,57.77,42.18
2012-04-25,88.800003,23.59746,58.91,31.74,8.26,77.080002,103.440002,103.849998,19.49,37.465,51.351574,86.849998,149.615387,51.91,32.200001,27.860001,203.570007,43.16,64.43,95.220001,36.669846,21.707781,66.889999,63.779999,50.226559,39.48,57.360001,42.700001
2012-04-26,89.32,23.693581,59.59,32.439999,8.27,76.989998,104.389999,106.220001,19.6,37.855,49.600952,86.07,150.92308,51.869999,32.110001,28.219999,205.580002,43.799999,64.75,95.830002,36.708015,21.878557,66.870003,64.769997,51.13279,40.139999,58.950001,43.360001
2012-04-27,89.360001,23.429251,60.169998,32.669998,8.25,77.269997,104.559998,106.199997,19.98,38.314999,49.430157,86.080002,152.153839,51.950001,31.98,28.379999,206.809998,43.34,64.839996,97.379997,36.698475,21.897533,64.440002,64.010002,51.604782,40.23,59.029999,43.349998
2012-04-30,89.360001,23.381189,60.209999,32.91,8.11,76.800003,102.769997,106.559998,20.16,38.16,48.220379,86.339996,150.615387,51.790001,32.02,28.4,207.080002,42.98,65.099998,97.449997,37.442749,21.726755,63.639999,64.32,51.378223,40.380001,58.91,43.110001
2012-05-01,89.599998,23.957911,60.970001,33.060001,8.31,77.25,102.110001,108.269997,19.98,38.465,48.177681,87.040001,152.307693,52.32,32.009998,28.950001,208,43.790001,65.220001,97.199997,37.566795,21.612904,63.57,64.599998,51.246067,40.560001,59.07,43.790001
2012-05-02,89.519997,23.381189,61.049999,33.040001,8.16,77.260002,102.629997,107.029999,19.84,38.580002,47.466045,86.199997,152.07692,52.709999,31.799999,29.18,208.059998,43.200001,65.330002,97.510002,37.490459,21.49905,63.98,64.739998,51.321587,40.599998,59.009998,43.540001
2012-05-03,89.389999,23.020741,60.860001,33.110001,8,76.830002,100.669998,105.989998,19.719999,38.720001,46.768642,85.650002,150.846161,52.470001,31.76,28.559999,207.240005,43.009998,65.339996,97.040001,37.375954,21.442125,64.510002,64.75,50.918816,40.639999,58.990002,43.810001
2012-05-04,88.669998,22.516109,60.099998,32.860001,7.74,75.839996,98.440002,103.720001,19.120001,38.5,46.014313,84.57,148.769226,51.959999,30.98,27.9,204.990005,41.75,64.739998,95.870003,37.061069,21.233397,64.279999,64.5,50.018879,40.259998,58.700001,42.93
2012-05-07,88.010002,22.419991,60.099998,33,7.96,75.959999,97.190002,103.309998,19.08,38.639999,45.957378,84.480003,148.615387,51.389999,30.65,27.76,203.75,41.779999,64.800003,95.510002,36.774811,21.29981,64.25,64.589996,49.660164,40.529999,59.189999,43.82
2012-05-08,87.559998,22.13163,59.889999,33.040001,7.79,75.400002,96.489998,102.839996,18.709999,38.57,45.701191,84.019997,148.07692,50.619999,30.5,27.370001,201.479996,41.380001,64.980003,93.550003,36.860687,21.271347,64.160004,64.389999,49.603523,40.549999,59.049999,44.299999
2012-05-09,87.269997,21.98745,59.459999,32.810001,7.73,74.050003,95.989998,101.779999,18.780001,38.389999,45.729656,83.309998,145.461533,50.110001,30.76,27.190001,201.229996,40.639999,64.279999,91.93,36.345421,21.29981,63.669998,63.919998,48.464443,40.25,59.029999,45.02
2012-05-10,87.129997,21.8673,59.419998,33.130001,7.7,73.800003,95.440002,103.360001,16.809999,38.705002,45.815052,82.839996,146.846161,50.619999,30.74,27.24,200.600006,40.740002,64.57,91.870003,36.63168,21.660341,64.139999,64.639999,48.640656,40.549999,59.189999,45.279999
2012-05-11,86.730003,21.771179,59.639999,33.59,7.55,73.559998,95.5,102.690002,16.51,38.735001,45.758121,83.099998,146.230774,50.34,31.16,27.629999,201.169998,36.959999,64.339996,91.900002,36.28817,21.489565,63.68,64.620003,48.57143,41.16,59.419998,45.560001
2012-05-14,85.830002,21.434759,58.419998,33.529999,7.35,73.120003,93.599998,101.940002,16.709999,38.435001,45.074951,82.120003,143.07692,49.880001,30.68,27.02,199.440002,35.790001,63.93,90.879997,36.469467,21.432638,63.580002,64.480003,47.797356,40.889999,59.07,45.169998
2012-05-15,85.779999,20.93013,57.939999,33.349998,7.3,72.580002,92.68,100.900002,16.540001,38.285,43.936337,81.790001,141.538467,48.669998,30.209999,26.879999,199.039993,36.240002,63.610001,91.010002,36.011452,21.157495,63.720001,64.150002,47.93581,41.049999,59.349998,45.009998
2012-05-16,85.349998,20.40147,57.389999,33.189999,7.11,72.349998,91.860001,100.099998,16.690001,38.165001,42.911583,82.169998,146.153839,48.77,29.9,26.5,199.729996,35.459999,63.709999,91.43,36.479008,21.480076,64.290001,63.610001,47.0107,40.880001,59.189999,45.080002
2012-05-17,84.339996,20.425501,55.650002,33.290001,6.98,69.730003,87.800003,100.139999,16.549999,37.560001,41.829899,81.910004,145.230774,47.02,29.719999,26.190001,197.889999,33.93,63.549999,89.620003,36.28817,21.404175,63.959999,62.700001,46.148521,41.369999,61.68,44.330002
2012-05-18,83.510002,20.25729,55.400002,33.66,7.02,69.150002,88.68,98.459999,16.469999,37.025002,41.915295,81.470001,145.769226,47.049999,29.27,26.07,195.880005,33.490002,63.349998,89.849998,36.087788,21.413662,63.52,62.18,45.550659,41.529999,62.43,43.810001
2012-05-21,84.459999,20.6658,56.330002,33.630001,6.83,71.779999,91.980003,99.690002,16.67,37.255001,43.46666,82.040001,147.07692,47.610001,29.75,26.15,197.759995,32.509998,63.470001,91.269997,35.877865,21.385199,63.389999,62.700001,46.381371,41.34,63.040001,44.389999
2012-05-22,84.129997,20.40147,56.349998,33.540001,6.98,71.480003,91.489998,99.32,16.73,37.095001,43.381264,81.949997,147.538467,48.259998,29.76,26.030001,196.820007,34.009998,63.52,91.339996,35.744274,21.223909,63.150002,62.82,46.53241,41.389999,63.73,44.389999
2012-05-23,84.800003,20.689831,55.970001,33.360001,7.17,71.57,92.470001,99,16.690001,37.275002,43.438194,82.040001,147.538467,48.740002,29.110001,25.440001,196.119995,34.259998,63.27,91.480003,35.629772,20.958254,62.389999,63.119999,46.607929,41.279999,64.580002,44.209999
2012-05-24,84.980003,20.73789,56.34,33.639999,7.14,71.389999,91.419998,100.059998,16.389999,37.779999,44.90416,82.610001,148.07692,49.709999,29.07,25.65,196.089996,33.970001,63.099998,91.529999,35.877865,21.005693,62.57,63.189999,46.255508,41.389999,65.07,44.439999
2012-05-25,84.779999,20.73789,55.810001,33.689999,7.15,70,89.940002,98.860001,16.33,37.615002,44.548344,82.080002,147.692307,49.439999,29.059999,25.74,194.300003,33.5,62.509998,91.050003,35.830154,20.996204,62.490002,62.599998,45.95343,41.450001,65.309998,44.5
2012-05-29,85.730003,21.362671,56.560001,33.939999,7.44,70.400002,92.519997,100.239998,16.59,37.73,45.516167,81.93,148.846161,49.779999,29.559999,26.09,196.460007,33.630001,62.59,90.900002,35.86832,21.043644,62.950001,62.880001,47.256138,41.75,65.68,45.48
2012-05-30,84.449997,20.617741,55.459999,33.84,7.2,69.389999,90.18,97.629997,16.389999,37.529999,44.434483,79.790001,146.461533,49.709999,29.34,26.129999,194.529999,32.959999,62.209999,90.110001,35.687023,20.910816,62.32,61.889999,46.406544,41.419998,65.440002,45.200001
2012-05-31,84.410004,20.54565,55.830002,34.169998,7.35,69.610001,87.620003,98.309998,16.33,37.365002,44.206757,78.629997,146.846161,49.34,29.190001,25.84,192.899994,33.150002,62.43,89.339996,35.85878,20.749525,62.290001,62.490002,46.639397,41.639999,65.82,45.709999
2012-06-01,82.849998,19.944901,53.43,33.900002,7.02,67.239998,85.519997,96.410004,15.96,36.544998,43.210468,77.919998,142.615387,47.959999,28.450001,25.139999,189.080002,31.93,61.779999,86.709999,35.4771,20.531309,61.549999,60.580002,45.324104,41.029999,65.550003,44.400002
2012-06-04,82.620003,20.161169,53.509998,34.150002,6.9,67.5,83.260002,96.580002,16.110001,36.82,43.395496,77.830002,139.615387,48.759998,28.549999,25.040001,188.539993,31,62.34,86.32,35.744274,20.502846,61.400002,60.380001,44.965385,41.34,65.989998,44.41
2012-06-05,82.510002,20.305349,53.98,34.060001,7.1,67.580002,83.650002,96.489998,16.120001,36.619999,43.893639,77.599998,140.307693,48.919998,28.51,25.43,189.199997,31.99,62.209999,87.080002,35.782444,20.493359,61.169998,60.799999,44.60667,41.200001,65.5,44.84
2012-06-06,84.629997,20.761921,55.380001,34.560001,7.64,69.019997,86.660004,99.800003,16.690001,37.305,45.103416,80.18,145.230774,50.599998,29.35,26.07,193.990005,33.07,62.799999,88.660004,36.164124,20.787476,61.799999,61.639999,46.343613,41.77,65.93,45.529999
2012-06-07,85.5,20.54565,55.240002,34.16,7.42,69.949997,87.139999,100.389999,16.58,37.139999,45.31691,80.690002,146.153839,51.240002,29.23,25.940001,194.440002,32.810001,62.799999,88.379997,36.574429,20.815939,62.759998,61.91,47.451225,41.639999,65.870003,45.630001
2012-06-08,86,20.47356,55.860001,34.549999,7.56,69.940002,87.599998,100.839996,16.73,37.619999,45.701191,80.839996,147.692307,52.349998,29.65,26.41,195.139999,33.68,62.98,87.75,36.698475,21.005693,62.75,62.139999,47.51416,42.439999,68.220001,46.240002
2012-06-11,85.18,19.99296,55.099998,34.59,7.28,70.110001,85.190002,99.910004,16.48,37.330002,44.90416,80.269997,147,51.349998,28.9,25.99,192.509995,32.82,62.119999,86.589996,36.708015,20.967743,62.540001,61.560001,46.960354,42.560001,67.529999,45.799999
