,3M Company,Alcoa Incorporated,American Express Company,AT&T Incorporated,Bank of America Corporation,Boeing Corporation,Caterpillar Incorporated,Chevron Corporation,"Cisco Systems, Inc",Coca-Cola Company,DuPont,Exxon Mobil Corporation,General Electric Company,Home Depot Incorporated,Microsoft Corporation,Intel Corporation,International Business Machines,J.P. Morgan Chase & Company,Johnson & Johnson,McDonald’s Corporation,Merck & Company,Pfizer Incorporated,Procter & Gamble Company,"The Travelers Companies, Inc",United Technologies,Verizon Company,Wal-Mart Stores Incorporated,Walt Disney Company
2018-01-17,248.110001,56.990002,100.760002,36.849998,31.18,351.01001,168.5,132.360001,41.200001,46.82,107.841148,88,133.461533,199.820007,90.139999,44.389999,168.649994,112.989998,146.979996,174.979996,59.188931,35.275143,91.199997,136.860001,84.594086,51.720001,102.699997,111.970001
2018-01-18,245.910004,53,99.860001,37.150002,31.48,340.160004,168.830002,131.589996,41.299999,46.880001,108.211197,87.43,129,198.330002,90.099998,44.48,169.119995,113.260002,146.919998,174.570007,58.330154,35.094875,90.18,137.339996,84.713654,51.549999,104.300003,110.419998
2018-01-19,248.179993,53.099998,98.029999,37.209999,31.719999,337.730011,170.410004,131.300003,41.290001,47.16,108.182732,87.150002,125.07692,201.330002,90,44.82,162.369995,113.010002,147.360001,176.119995,58.473282,35.04744,91.07,137.850006,85.52549,51.91,104.589996,110.589996
2018-01-22,247.300003,52.939999,98.32,37.869999,31.940001,338,170.889999,132.559998,41.66,47.380001,108.42469,88.25,124.384613,204.460007,91.610001,45.75,162.600006,114.330002,148.139999,176.210007,58.444656,35.037952,91.889999,139.350006,85.091255,53.459999,105.449997,111.099998
2018-01-23,246.309998,52.490002,97.980003,37.189999,31.92,335.589996,169.429993,131.020004,42.099998,47.450001,108.36776,88.300003,129.92308,204.899994,91.900002,46.060001,166.25,114.209999,141.830002,176.809998,58.874046,34.933586,89.050003,146.259995,85.6073,53.23,105.900002,110.410004
2018-01-24,247.690002,53.299999,99.300003,37.02,32.09,334.690002,168.339996,131.389999,42.169998,47.830002,108.182732,88.529999,126.46154,206.220001,91.82,45.509998,165.369995,115.669998,142.070007,176.119995,58.377865,35.037952,88.309998,147.619995,85.387039,54.220001,105.790001,110.5
2018-01-25,252.360001,53.110001,99.690002,37.450001,32.09,343.109985,169.369995,130.649994,41.900002,47.84,109.093628,88.370003,124.46154,205.369995,92.330002,45.299999,165.470001,115.699997,144.399994,175.660004,58.492367,35.322582,88.339996,148.470001,86.689743,54.290001,106.599998,110.550003
2018-01-26,258.630005,54,99.629997,37.82,32.200001,343.220001,167.059998,131.190002,42.560001,48.529999,109.620239,89,124.07692,207.229996,94.059998,50.080002,167.339996,116.32,145.330002,178.360001,59.198475,37.011387,87.730003,149.419998,86.834488,54.720001,108.389999,112.190002
2018-01-29,256.01001,54.490002,99.410004,37.259998,32.279999,340.820007,162.580002,128.479996,42.849998,47.700001,107.983475,88.010002,125.230766,204.919998,93.919998,49.98,166.800003,116.199997,143.679993,177.770004,58.807251,37.020874,86.860001,148.960007,86.010071,54.130001,109.550003,111.540001
2018-01-30,251.539993,52.52,98.709999,37.439999,31.879999,337.709991,163.759995,125.230003,42.25,47.41,106.93026,86.779999,122.692307,201.809998,92.739998,48.790001,163.619995,115.110001,142.429993,172.479996,57.872135,35.863377,86.949997,148.720001,85.903084,53.900002,107.730003,110.110001
2018-01-31,250.5,52.02,99.400002,37.450001,32,354.369995,162.779999,125.349998,41.540001,47.59,107.570724,87.300003,124.384613,200.899994,95.010002,48.139999,163.699997,115.669998,138.190002,171.139999,56.536259,35.142315,86.339996,149.919998,86.853371,54.07,106.599998,108.669998
2018-02-01,247.940002,52.419998,100,39.16,32.5,356.940002,162.240005,125.57,41.700001,47.450001,104.610329,89.07,123.230766,199.899994,94.260002,47.650002,162.399994,116.870003,140.020004,171.899994,57.11832,34.943073,85.849998,150,87.048454,54.299999,105.519997,110.489998
2018-02-02,245.169998,49.09,96.68,38.07,31.950001,348.910004,157.490005,118.580002,40.93,46.73,100.895592,84.529999,120.307693,193.970001,91.779999,46.150002,159.029999,114.279999,137.679993,169.380005,55.877865,34.734344,84.25,147.949997,84.713654,52.98,104.480003,108.699997
2018-02-05,231.440002,48.459999,92.010002,36.630001,30.26,328.880005,151.080002,112.620003,38.779999,44.889999,96.554619,79.720001,114.692307,183.110001,88,44.52,152.529999,108.800003,130.389999,163.850006,53.816795,32.893738,81.059998,141.520004,80.075516,50.5,100.089996,104.699997
2018-02-06,233.630005,49.43,94.18,36.830002,31.200001,340.910004,156.410004,117.18,40.169998,44.669998,102.318863,78.349998,117.46154,191.039993,91.330002,44.91,155.339996,112.110001,131.830002,165.179993,52.919846,33.472485,82.379997,140.850006,81.692886,50.830002,100.900002,106.169998
2018-02-07,233.190002,47.700001,93.610001,36.93,31.25,348.119995,154.339996,115.290001,40.34,44.560001,100.482841,76.940002,117.307693,191.289993,89.610001,45.200001,153.850006,112.870003,131.419998,165.710007,53.32061,33.187855,81.839996,142.139999,83.052231,51.009998,102.849998,104.760002
2018-02-08,222.889999,45.98,88.339996,35.57,29.74,329.660004,145.990005,112.300003,38.77,43.099998,97.08123,76.07,111.153847,181.220001,85.010002,42.75,147.589996,107.879997,126.360001,158.970001,52.223282,31.907021,80.220001,135.009995,80.226555,49.040001,100.019997,101.349998
2018-02-09,225.210007,45.919998,91.720001,36.049999,30.33,332.829987,149.210007,113.5,39.529999,43.130001,98.888779,75.779999,114.92308,184.119995,88.18,43.950001,149.509995,110.040001,129.529999,160.800003,52.356869,32.409866,79.919998,137.080002,78.684708,49.880001,99.370003,103.089996
2018-02-12,229.190002,46.650002,94.699997,36.369999,31.120001,343.799988,152.289993,113.980003,40.599998,43.970001,102.247696,76.419998,114,184.059998,89.129997,44.830002,151.399994,111.739998,130.270004,163.899994,52.89122,32.884251,81.330002,138.139999,80.163628,50.110001,99.550003,103.389999
2018-02-13,231.360001,47.299999,94.559998,36.599998,31.18,343.160004,153.970001,113.290001,41.23,44.189999,100.696335,76.300003,112.846153,183.720001,89.830002,44.459999,150.75,112.43,129.960007,162.399994,52.385494,33.149906,81.5,138.580002,79.150406,50.080002,100.980003,104.120003
2018-02-14,232,48.540001,96.230003,36.41,32,344.850006,158.059998,113.629997,42.09,44.099998,101.521828,76.459999,114.615387,184.690002,90.809998,45.380001,154.759995,115.029999,129.669998,159.990005,52.385494,33.387096,80.68,140.600006,79.73568,49.509998,101.699997,104.599998
2018-02-15,234.869995,47.57,96.559998,37,32.209999,356.459991,159.979996,112.529999,44.080002,44.779999,102.261932,76.209999,114.230766,185.270004,92.660004,45.919998,156.009995,115.510002,131.229996,160.779999,53.425571,33.880455,82.410004,140.880005,81.812462,49.740002,103.230003,105.18
2018-02-16,236.669998,47.360001,96.790001,37.139999,31.969999,355.040009,156.289993,112.139999,44.330002,44.98,102.404259,76.540001,115.769234,186.970001,92,45.560001,156.179993,114.68,133.149994,157.789993,53.71183,34.402279,82.599998,141.160004,81.346756,50.150002,104.779999,106.529999
2018-02-20,235.070007,48.07,97.190002,36.77,31.93,353.350006,155.559998,110.980003,44.060001,43.990002,101.934578,75.75,113.384613,186.710007,92.720001,46.32,155.160004,114.709999,130.869995,157.160004,52.46183,34.165085,81.339996,139.070007,79.584641,48.919998,94.110001,105.980003
2018-02-21,232.179993,47.549999,97.5,36.310001,31.870001,352.369995,155.229996,109.059998,43.310001,43.34,100.995224,74.889999,111.46154,183.059998,91.489998,45.939999,153.960007,115.190002,129.910004,158.639999,52.051525,33.927895,80.239998,138.539993,81.346756,47.959999,91.519997,105.050003
2018-02-22,236,48.009998,97.349998,36.470001,31.690001,355.920013,158.860001,109.889999,42.939999,43.52,102.375793,75.860001,112.46154,185.470001,91.730003,45.799999,153.179993,114.980003,129.910004,160.660004,52.07061,33.908916,80.839996,137.639999,84.065453,47.869999,92.769997,105.239998
2018-02-23,237.020004,46.700001,98.800003,36.720001,32.029999,356.660004,162.410004,112.589996,44,44.040001,104.268745,77.529999,111.46154,188.350006,94.059998,47.73,155.520004,117.309998,132.020004,163.059998,52.356869,34.402279,81.050003,139.740005,83.794838,48.290001,92.889999,107.25
2018-02-26,244.139999,46.68,101.639999,37.459999,32.419998,363.480011,163.690002,114.599998,45.360001,44.029999,105.407356,78.839996,112.692307,188.460007,95.419998,49.110001,158.580002,118.769997,132.070007,163.580002,53.492367,35.189754,81.629997,142.580002,85.254875,49.09,93.120003,109.809998
2018-02-27,240.779999,46.220001,99.580002,36.869999,32.330002,364.640015,161.259995,113.610001,45.040001,43.619999,102.987801,77.5,111.53846,184.979996,94.199997,49.91,156.550003,117.360001,131.669998,160.660004,52.213741,34.914612,80.540001,141.539993,84.273125,48.040001,91.519997,104.870003
2018-02-28,235.509995,44.970001,97.510002,36.299999,32.099998,362.209991,154.630005,111.919998,44.779999,43.220001,100.055862,75.739998,108.53846,182.270004,93.769997,49.290001,155.830002,115.5,129.880005,157.740005,51.736641,34.449715,78.519997,139,84.795471,47.740002,90.010002,103.160004
2018-03-01,231.339996,45.07,95.139999,36,31.48,349.690002,150.229996,112.040001,43.799999,43.43,97.864029,75.199997,107.846153,179.639999,92.849998,47.84,153.809998,113.43,127.279999,155.699997,51.240459,33.804554,78.699997,138.970001,82.001259,47.959999,89.080002,102.57
2018-03-02,230.369995,45.540001,95.599998,36.349998,31.629999,344.670013,146.380005,111.639999,44.060001,43.720001,97.394348,75.550003,108.615387,178.460007,93.050003,48.98,154.490005,113.32,128.820007,148.270004,51.870228,34.108158,79.5,137.880005,81.774704,48.259998,88.769997,102.989998
2018-03-05,232.809998,45.650002,96.660004,36.700001,32.130001,352.75,151.119995,113.150002,44.52,43.889999,99.144974,76.269997,110.92308,181.740005,93.639999,49.75,156.949997,115.059998,129.789993,151.029999,51.908398,34.269451,80.290001,139.580002,82.888611,48.709999,89.980003,103.410004
2018-03-06,233.660004,46.990002,96.07,36.869999,32.110001,348.920013,153.75,113.650002,44.290001,43.93,100.753265,76.18,112.615387,181.639999,93.32,50.709999,155.720001,115.160004,128.220001,151.199997,51.812977,34.041744,80.019997,141.389999,82.825676,48.889999,89.059998,104.940002
2018-03-07,235.570007,47.880001,95.639999,36.91,32.18,347.040009,151.509995,113.839996,44.200001,43.82,99.870834,74.260002,111.615387,178.580002,93.860001,51.32,158.320007,114.730003,129.039993,152.380005,51.975189,34.089184,79.160004,138.880005,82.397736,48.84,87.739998,103.589996
2018-03-08,236.339996,47.470001,96.589996,37.110001,32.200001,348.730011,153.589996,113.349998,44.34,44.450001,100.454376,74.120003,111.692307,177.940002,94.43,50.740002,156.210007,114.739998,132.059998,154.440002,52.251907,34.629982,79.970001,139.669998,82.605415,49.009998,87.919998,104.029999
2018-03-09,241.350006,47.860001,99.050003,37.049999,32.720001,354.519989,158.25,117.220001,45.369999,44.82,102.802773,74.559998,114.92308,182.160004,96.540001,52.189999,159.309998,118.040001,133.800003,157.240005,52.614506,34.886147,80.290001,142.300003,84.373817,49.009998,88.720001,104.730003
2018-03-12,239.800003,48.360001,97.669998,37.360001,32.84,344.190002,154.5,116.790001,45.549999,44.529999,101.536064,75.239998,116.153847,179.710007,96.769997,51.52,160.259995,117.660004,132.630005,157.740005,52.824429,34.734344,79.860001,141.490005,82.756454,48.799999,88.07,105.169998
2018-03-13,237.570007,48.59,95.370003,37.389999,32.360001,338.670013,153.690002,116.459999,45.16,44.57,100.440147,74.529999,111,178.350006,94.410004,51.779999,159.320007,116.25,134.350006,158.220001,52.833969,34.867172,79.720001,140.690002,81.90686,48.650002,88.300003,103.730003
2018-03-14,234.289993,46.57,94.529999,37.029999,32.139999,330.26001,152.539993,115.129997,45.279999,43.779999,98.191383,73.599998,109.769234,177.410004,93.849998,51.860001,158.119995,114.949997,132.320007,158.240005,52.290077,34.487667,79,139.520004,81.548141,48.450001,87.669998,103.900002
2018-03-15,235.869995,46.93,94.389999,37.040001,32.099998,329.980011,154.570007,115.580002,45.330002,43.669998,96.611549,74.419998,110.46154,178.070007,94.18,50.880001,159.610001,115.239998,133.059998,161.610001,52.719467,34.705883,78.669998,140.470001,81.340469,48.290001,87.510002,103.239998
2018-03-16,237.220001,47.23,95.610001,37,32.169998,330.470001,156.460007,115.400002,45.009998,43.459999,96.72541,75.120003,110.07692,178.960007,94.599998,51.169998,160.259995,115.440002,133.679993,162.360001,53.120228,34.895638,78.970001,141.320007,80.761482,48.560001,89.169998,102.870003
2018-03-19,231.559998,46.360001,94.839996,36.580002,31.98,331.76001,152.149994,113.889999,44.27,43.259998,94.732834,74.150002,108.230766,177.100006,92.889999,50.830002,157.350006,114.529999,130.240005,159.009995,52.127865,34.468693,78.660004,140.020004,80.050346,48.310001,87.449997,101.480003
2018-03-20,232.449997,46.470001,94.949997,36.34,31.98,337.630005,154.059998,114.5,44.369999,43.16,94.490875,73.989998,104.92308,178.160004,93.129997,51.549999,156.199997,114.639999,131.210007,159.380005,52.137405,34.468693,78.309998,141.479996,80.025169,47.689999,87.949997,101.349998
2018-03-21,234.139999,47.950001,94.739998,36,31.870001,337.100006,155.800003,117.040001,44.310001,43,95.971077,75.040001,106.769234,178.020004,92.480003,51.560001,156.690002,114.739998,131.190002,158.660004,52.185116,34.411766,77.040001,141.100006,79.924484,47.279999,88.18,101.82
2018-03-22,223.169998,44.919998,91.410004,35.369999,30.549999,319.609985,146.899994,113.699997,43.07,42.759998,93.394958,73.5,102.692307,175.289993,89.790001,50.830002,152.089996,109.949997,127.379997,157.039993,51.64122,33.776093,76.410004,138.149994,78.080551,46.880001,87.139999,100.599998
2018-03-23,215.360001,44.709999,90.449997,34.700001,29.17,321,144.289993,112.980003,42.419998,42.330002,89.751389,72.889999,100.53846,171.800003,87.18,49.360001,148.889999,107.010002,125.099998,154.979996,50.963741,32.722961,75.910004,134.899994,76.972939,46.290001,85.419998,98.540001
2018-03-26,220.240005,45.77,92.620003,34.689999,30.440001,328.970001,149.190002,115.349998,44.060001,42.689999,91.77243,74,99.153847,176.380005,93.779999,52.48,153.369995,110.309998,127.389999,158.009995,51.564884,33.244781,76.410004,138.220001,79.697922,47.07,87.5,100.650002
2018-03-27,215.869995,44.900002,91.419998,34.900002,29.52,321.119995,146.990005,114.660004,42.68,42.889999,90.576889,73.699997,103.384613,174.679993,89.470001,51.189999,151.910004,108.169998,127.209999,157.479996,51.28817,33.21632,77.790001,136.75,78.842041,47.310001,86.050003,99.360001
2018-03-28,216.539993,44.419998,92.209999,35.560001,29.389999,320.019989,145.160004,112.099998,41.66,43.32,88.826263,72.809998,105.230766,174.759995,89.389999,49.599998,152.520004,108,127.449997,158.410004,52.566795,33.491463,78.839996,138.789993,78.319695,48,87.769997,98.540001
2018-03-29,219.520004,44.959999,93.279999,35.650002,29.99,327.880005,147.380005,114.040001,42.889999,43.43,90.676514,74.610001,103.692307,178.240005,91.269997,52.080002,153.429993,109.970001,128.149994,156.380005,51.975189,33.671726,79.279999,138.860001,79.181877,47.82,88.970001,100.440002
2018-04-02,212.619995,44.34,91,35.099998,29.309999,322.440002,143.889999,112.239998,41.009998,42.669998,88.299652,73.220001,100.92308,172.899994,88.519997,48.919998,150.070007,107.849998,124.559998,157.720001,50.830154,33.254269,77.400002,134.839996,77.709251,47.16,85.550003,98.660004
2018-04-03,216.330002,45.349998,92.739998,35.369999,29.59,330.820007,145.059998,114.830002,41.380001,43.380001,90.121437,75.019997,101,173.759995,89.709999,49.75,149.850006,109.330002,128.350006,160.399994,51.612595,33.851994,78.459999,136.990005,78.609184,47.5,86.800003,99.419998
2018-04-04,217.559998,46.919998,93.580002,35.880001,29.879999,327.440002,145.179993,114.480003,41.200001,44.240002,90.648048,74.870003,102.153847,177.440002,92.330002,49.990002,154.119995,110.989998,130.410004,161.729996,52.041985,34.278938,79.050003,138.630005,79.150406,47.93,87.220001,100.949997
2018-04-05,218.669998,47.610001,94.199997,36.139999,30.32,336.399994,148.130005,117.290001,41.82,44.400002,93.138771,76.019997,103.307693,179.130005,92.379997,50.380001,154.029999,111.879997,130.710007,163.949997,52.032444,33.899429,78.800003,139.289993,79.144119,48.240002,87.809998,102.110001
2018-04-06,212.25,48.049999,91.910004,35.630001,29.629999,326.119995,142.990005,114.760002,40.73,43.919998,90.676514,74.870003,100.46154,174.449997,90.230003,48.790001,150.570007,109.089996,128.100006,161.25,50.916031,33.368122,78.43,137.25,77.256134,47.48,86.690002,100.349998
2018-04-09,212.809998,50.619999,92.139999,35.169998,29.870001,322.480011,143.080002,115.980003,41.169998,43.830002,90.648048,74.870003,98.692307,172.509995,90.769997,49.549999,152.690002,110.400002,129.479996,161.229996,53.587788,33.643265,78.160004,137.229996,76.916298,46.919998,86.279999,99.699997
2018-04-10,216.979996,54.080002,93,35.810001,30.48,334.829987,148.089996,118.849998,42.509998,43.990002,93.779243,77.07,100.384613,173.490005,92.879997,51.27,155.389999,112.510002,130.25,162.770004,53.902672,34.108158,78.370003,137.860001,77.382004,48.27,86.449997,101.370003
2018-04-11,214.330002,53.970001,91.599998,35.25,29.9,327.359985,146.789993,119.25,42.43,43.990002,92.12825,77.43,99.769234,172.860001,91.860001,51.099998,155.360001,110.620003,129.630005,163.339996,53.625954,33.956356,78.269997,136.589996,77.061043,47.580002,85.910004,100.800003
2018-04-12,216.419998,54.470001,93.349998,35.16,30.65,337.480011,150.139999,119.230003,43.34,44.029999,94.604736,77.220001,101.384613,173.360001,93.580002,52.720001,158.070007,113.370003,130.429993,161.619995,54.14122,34.459202,77.790001,137.289993,77.564507,47.740002,85.43,100.389999
2018-04-13,215.520004,54.959999,93.029999,35.139999,29.799999,329.279999,150.229996,119.919998,43,44.509998,94.177757,77.839996,103.769234,172.800003,93.080002,51.860001,156.710007,110.300003,130.619995,161.729996,54.551525,34.459202,78.370003,136.289993,77.22467,47.66,86.019997,100.349998
2018-04-16,217.699997,55.029999,93.599998,35.639999,29.93,331.769989,152.139999,120.699997,43.299999,44.68,95.373306,78.540001,102.53846,174.429993,94.169998,52.400002,157.889999,110.209999,131.759995,161.630005,55.963741,34.658443,78.610001,137.550003,77.916931,48.389999,86.839996,100.239998
2018-04-17,220.089996,57.080002,93.860001,35.360001,30.040001,336.720001,153.309998,121.459999,44.59,44.880001,96.141869,78.330002,106.07692,174.910004,96.07,53.540001,160.910004,110.209999,130.539993,162.550003,56.555344,34.468693,78.43,137.339996,78.370041,48.849998,87.900002,102.169998
2018-04-18,219.520004,59.400002,95.150002,35.209999,29.530001,341,155.949997,123.82,44.630001,44.509998,96.867737,79.220001,105.07692,179.850006,96.440002,53.610001,148.789993,109.32,127.720001,161.809998,56.221375,34.620495,78.199997,136.470001,78.539963,48.619999,87.57,101.209999
2018-04-19,218.850006,60.23,102.370003,34.82,30.18,340.640015,155.699997,123.709999,44.560001,44.310001,94.69014,79.419998,107.615387,177.080002,96.110001,52.220001,147.699997,111.720001,127.550003,159.529999,55.954197,34.658443,74.949997,136.589996,77.942101,48.43,87.889999,100.889999
2018-04-20,217.75,60.009998,100.790001,34.669998,30.26,338.670013,153.25,122.309998,44.09,43.740002,93.992737,79,111.846153,177.009995,95,51.529999,144.899994,111.470001,126.660004,158.770004,56.135494,34.753323,73.800003,136.839996,77.45752,47.900002,86.980003,100.239998
2018-04-23,215.880005,51.900002,100.610001,34.889999,30.32,338.839996,153.990005,123.580002,44.25,43.98,93.366493,79.57,111.692307,177.660004,95.349998,51.099998,145.860001,110.93,126.830002,158.990005,57.490459,34.914612,73,137.229996,77.696663,48.66,86.099998,100.150002
2018-04-24,201.130005,50.82,100.440002,35,30.190001,329.059998,144.440002,122.540001,43.740002,43.07,89.92218,78.349998,112.92308,176.259995,93.120003,51.450001,145.559998,110.410004,126.190002,157.320007,57.337788,35.161289,72.5,132.880005,76.840782,49.669998,86.529999,99.459999
2018-04-25,198.839996,51.950001,98.779999,35.200001,30.139999,342.859985,145.190002,122.720001,43.709999,42.43,90.576889,79.5,108.07692,177.389999,92.309998,51.380001,145.940002,109.989998,126.760002,155.940002,56.898853,34.800758,72.300003,132.220001,76.431717,50.099998,87.169998,101.150002
2018-04-26,197.089996,52.939999,100.230003,33.099998,30.07,342.790009,146.309998,124.220001,44.209999,42.75,91.146194,80.860001,110.615387,185.720001,94.260002,53.049999,146.720001,110.099998,128.009995,158.899994,56.688931,34.962048,72.75,132.949997,77.2939,49.759998,87.940002,99.839996
2018-04-27,196.119995,51.599998,99.610001,33.040001,30.15,340.880005,144.720001,126.620003,44.709999,43.310001,91.544708,77.790001,110.615387,186.460007,95.82,52.73,146.479996,109.400002,128.270004,158.300003,56.746181,35.104362,72.809998,133.190002,77.067337,51.57,87.290001,99.230003
2018-04-30,194.389999,51.200001,98.75,32.700001,29.92,333.559998,144.360001,125.110001,44.290001,43.209999,90.007576,77.75,108.230766,184.800003,93.519997,51.619999,144.960007,108.779999,126.489998,167.440002,56.173664,34.734344,72.339996,131.600006,75.613594,49.349998,88.459999,100.330002
2018-05-01,195.020004,51.990002,98.580002,32.540001,29.950001,329.540009,144.419998,124.860001,44.830002,42.59,89.751389,76.949997,108.07692,184.630005,95,53.330002,145,108.779999,126.010002,163.440002,55.324429,33.586338,71.959999,131.089996,74.864693,48.82,87.410004,100.059998
2018-05-02,194.5,53.07,97.629997,32.060001,29.58,324.190002,143.860001,125.489998,43.860001,42.060001,90.363396,76.800003,109.07692,185.910004,93.510002,52.310001,142.449997,107.919998,123.5,160.679993,54.675571,33.102467,70.940002,128.320007,74.575203,47.75,86.339996,99.620003
2018-05-03,195.679993,53.279999,97.139999,31.940001,29.200001,330.690002,143.779999,126.010002,44.439999,41.889999,90.33493,76.540001,107.153847,183.190002,94.07,52.279999,141.990005,107.239998,123.029999,160.080002,54.895039,32.979126,71.360001,127.309998,74.071739,47.84,86.230003,98.760002
2018-05-04,199.360001,54.389999,98.349998,32.139999,29.299999,334.429993,146.369995,125.529999,45.299999,42.360001,91.758202,76.900002,108.46154,185.029999,95.160004,52.779999,143.910004,108.43,124.190002,165.029999,55.104961,33.055027,72.43,129.710007,75.210823,48.189999,87.529999,101.150002
2018-05-07,200.259995,54.549999,98.580002,32.040001,29.639999,340.429993,149.820007,124.940002,45.73,42.139999,92.398674,77.739998,108.230766,183.559998,96.220001,53.330002,143.220001,109.370003,123.589996,165,54.751907,33.140415,71.980003,128.990005,76.079292,47.73,85.470001,102.480003
2018-05-08,201.740005,53.759998,99.739998,31.700001,29.93,338.369995,149.929993,126.57,45.709999,41.810001,91.416618,78.089996,109.769234,185.039993,95.809998,53.630001,143,110.989998,122.610001,164.770004,54.160305,33.187855,71.440002,128.660004,76.645691,47.02,85.739998,101.790001
2018-05-09,203.419998,53.490002,100.5,31.4,30.719999,344.5,152.610001,128.720001,46.040001,41.779999,93.9785,79.93,112.46154,186.360001,96.940002,54.34,142.610001,113.410004,123.510002,164.240005,55.295803,33.368122,72.370003,129.75,77.476402,46.380001,83.059998,99.970001
2018-05-10,205.029999,53.790001,101.379997,31.879999,30.889999,344.070007,153.970001,128.820007,46.299999,42.18,95.28791,81.720001,113,187.160004,97.910004,54.98,144.240005,114.290001,125.349998,165.070007,55.400764,33.244781,73.150002,130.880005,78.099434,47.200001,82.690002,101.68
2018-05-11,205.160004,53.959999,101.419998,32.290001,30.92,342.459991,154.860001,129.839996,45.93,42.139999,95.259445,81.279999,112.307693,190.309998,97.699997,54.669998,144.139999,113.860001,127.239998,165.389999,56.956108,33.681213,73.370003,131.25,78.338577,48.619999,83.379997,102.07
2018-05-14,205.759995,52.330002,101.290001,32.189999,31.120001,344.589996,155.279999,130.389999,45.700001,42.040001,96.113403,81.830002,113.153847,191.080002,98.029999,54.900002,144.300003,113.900002,126.059998,164.720001,56.946564,34.02277,73.279999,130,78.653244,48.490002,84.389999,102.440002
2018-05-15,202.410004,50.540001,100.739998,32.09,31.219999,342.119995,152.589996,129.740005,45.48,41.720001,95.572563,81.790001,113.153847,187.979996,97.32,53.919998,143.740005,113.029999,125.129997,163.059998,56.488548,33.861481,72.949997,129.860001,78.382629,47.790001,84.519997,102.919998
2018-05-16,200.210007,50.189999,100.589996,32.299999,31.059999,340.970001,153.800003,129.559998,45.16,41.549999,96.825043,82.019997,115.615387,186.380005,97.150002,54.639999,144.630005,113.339996,125.349998,162.869995,57.013359,33.851994,73.529999,130.149994,78.527374,47.860001,86.129997,105.040001
2018-05-17,200.360001,50.709999,101.220001,31.93,30.809999,344.140015,153.690002,129.460007,43.459999,42.299999,97.010063,81.879997,115.615387,185.330002,96.18,54.810001,144.5,112.959999,123.849998,161.309998,56.364506,33.880455,73.959999,130.720001,78.420387,47.849998,84.489998,104.339996
2018-05-18,198.960007,50.830002,100.989998,32.049999,30.26,351.230011,155.710007,127.860001,43.209999,42.18,96.170334,81.300003,115.153847,187.419998,96.360001,53.5,144.080002,111.129997,124.239998,160.979996,56.431297,33.814041,73.449997,129.850006,78.7854,47.740002,83.639999,103.93
2018-05-21,201.759995,50.369999,102.040001,32.59,30.549999,363.920013,158.919998,129.369995,43.75,42.41,97.679001,82.279999,117.384613,189.789993,97.599998,54.32,145.490005,112.150002,123.720001,161.479996,55.887405,33.965843,74.059998,131.139999,80.585274,48.43,84.510002,104.059998
2018-05-22,198.970001,49.689999,102.699997,32.43,30.889999,355.019989,156.199997,128.229996,43.650002,42.25,96.028008,81.639999,117.615387,186.869995,97.5,54.450001,145.089996,113.010002,122.910004,159.449997,55.7729,33.889942,74.029999,131.419998,80.471992,48.810001,83.370003,104.07
2018-05-23,198.669998,48.57,101.93,32.330002,30.440001,359.209991,157.740005,128.699997,43.68,42.400002,95.416,82.150002,109.07692,186.669998,98.660004,55.209999,144.669998,112.489998,123.449997,161.619995,56.459923,34.127136,74.18,130.899994,80.28949,48.59,83.010002,102.889999
2018-05-24,199.410004,49.150002,102.010002,32.779999,30.209999,359,157.699997,126.610001,43.57,42.32,94.476646,80.269997,112.307693,187.149994,98.309998,54.75,144.070007,111.230003,122.25,162.389999,56.421757,34.051231,73.769997,130.649994,80.176208,48.639999,82.849998,102.110001
2018-05-25,199.029999,47.93,101.099998,32.509998,30.16,360.089996,155.850006,122.190002,43.259998,42.400002,93.523056,78.709999,112.53846,186.850006,98.360001,55.439999,143.639999,110.660004,121.470001,163.210007,56.383587,33.851994,74.309998,131.029999,79.943359,48.52,82.459999,102.199997
2018-05-29,195.740005,47.299999,97.720001,32.330002,28.959999,352.480011,153.619995,121.389999,42.970001,42.68,91.003868,78.419998,109.07692,185,98.010002,55.32,141.220001,105.93,119.400002,160.619995,55.725189,33.870968,74.050003,128.210007,78.735054,48.200001,82.400002,99.690002
2018-05-30,198.679993,48.540001,98.989998,32.57,29.49,358.190002,155.460007,125.160004,42.849998,43.130001,92.213646,81.5,109,187.089996,98.949997,55.68,142.619995,108.349998,120.970001,161.820007,56.984734,34.203037,74.889999,130.169998,79.421021,48.599998,84.120003,99.980003
2018-05-31,197.229996,48.07,98.300003,32.32,29.040001,352.160004,151.910004,124.300003,42.709999,43,91.245827,81.239998,108.307693,186.550003,98.839996,55.200001,141.309998,107.010002,119.620003,160.009995,56.803436,34.089184,73.169998,128.520004,78.552551,47.669998,82.540001,99.470001
2018-06-01,199.589996,47.639999,98.25,32.470001,29.4,356.720001,153.520004,123.849998,43.66,43.119999,94.177757,81.830002,108.46154,187.350006,100.790001,57.080002,141.949997,108.400002,121.260002,159.160004,57.786259,34.392788,73.449997,129.289993,79.175583,47.810001,82.989998,99.360001
2018-06-04,201.059998,48.459999,99.449997,32.41,29.4,360.730011,152.5,122.260002,43.580002,43.490002,95.544098,80.970001,105.46154,191.360001,101.669998,56.830002,143.039993,108.449997,121.949997,160.220001,59.17939,34.582542,74.18,129.720001,79.477661,47.82,85.419998,100.239998
