,HINDALCO,HEROHONDA,M&M,MARUTI,TATAMOTORS,AXISBANK,HDFCBANK,ICICIBANK,PNB,SBIN,ACC,AMBUJACEM,GRASIM,ITC,HCLTECH,INFOSYSTCH,TCS,WIPRO,DLF,UNITECH,HINDUNILVR,JPASSOCIAT,ABB,BHEL,SIEMENS,SUZLON,LT,RELCAPITAL,HDFC,IDFC,GAIL,STER,ONGC,CIPLA,SUNPHARMA,NTPC,POWERGRID,RELINFRA,RPOWER,TATAPOWER,BPCL,RELIANCE,JINDALSTEL,SAIL,TATASTEEL,BHARTIARTL,IDEA,RCOM
2012-10-11,118.050003,1806.150024,425.174988,1369.199951,270.894379,226.740005,312.424988,192.354538,164.270004,226.714996,1442.550049,209.149994,518.374268,189,144.212494,316.649994,644.724976,134.343781,221.199997,27.200001,571.349976,91,783.200012,167.766663,687.400024,16.15,734.733337,401.108826,748.099976,75.250534,105.848488,32.349998,186.633331,360.25,360.024994,139.875,89.362518,517.700012,101.849998,98.286995,117.599998,406.125336,418.350006,85.650002,400.387573,245.429062,49.292717,61.099998
2012-10-12,118.050003,1778.849976,427.100006,1372.050049,268.37146,223.940002,315.575012,189.954544,164.059998,225.175003,1498.050049,214.850006,524.873047,189,145.412506,299.418762,649.224976,132.018784,218.75,26.299999,575.049988,92.650002,786.400024,163.600006,686.75,15.9,733.333313,395.681946,740.25,73.761147,106.860992,32.25,184.766663,364.100006,356.625,140.75,89.962524,514.450012,103.599998,98.914261,117.050003,405.605255,418,85.900002,401.054474,239.047745,48.297817,62.599998
2012-10-15,120.099998,1767.449951,429,1338.25,266.541077,223.820007,317.075012,191.527267,164.039993,226.445007,1489.199951,214.600006,530.225403,191.166672,145.925003,295.700012,647.325012,131.962524,217.300003,26.950001,578.549988,91.900002,785.450012,166.133331,698.099976,15.9,727.133362,397.826447,740.200012,73.516991,106.875053,32.599998,186.566666,369.75,357.399994,140.125,89.13752,516.549988,104.5,100.024025,116.616669,407.660797,421.799988,85.75,399.101379,242.444992,48.840488,61.900002
2012-10-16,117.199997,1798.900024,412.725006,1367.050049,259.516418,229.179993,315.200012,189.681824,161.029999,222.884995,1445.699951,209.449997,536.700928,190.96666,146.125,294.462494,647.950012,132.112534,208,25.65,574.25,90.050003,782.099976,163.100006,692.599976,15.7,713.688904,384.12793,744.200012,73.199577,106.425056,31.75,186.166672,363.100006,359.100006,139.75,88.95002,504,99.949997,98.142242,115.166664,402.410553,412.350006,84,389.764557,245.750427,49.021381,58.849998
2012-10-17,116.75,1808.900024,413.325012,1368.150024,262.088837,230.789993,314.049988,190.827271,162.660004,221.470001,1427.650024,203.199997,542.08429,192.166672,145.137497,296.268738,641.575012,132.018784,201.100006,26,573.049988,90.949997,781.900024,165.03334,689.799988,15.65,722.777771,388.679474,752.849976,73.639069,104.357864,31.85,186.633331,361.799988,355.75,140.875,89.812523,504.25,101.099998,100.313538,114.816666,398.79483,412.799988,82.5,387.954346,248.413147,48.961082,61.099998
2012-10-18,117.75,1841.449951,418.549988,1378.75,267.38205,240.470001,318.100006,193.627274,166.320007,227.820007,1416.150024,203.25,539.071106,194.399994,150.25,297.200012,653.674988,129.787537,205.149994,27,575.599976,95.050003,780.599976,164.699997,692.849976,15.75,734.266663,398.65799,761.650024,74.762215,103.556297,31.799999,185.866669,362.950012,349.899994,140.583328,90.45002,516.799988,103.150002,103.256836,115.683334,401.840942,417.149994,82.199997,392.289307,244.143616,48.991234,61.700001
2012-10-19,114.900002,1849.949951,411.875,1369.25,266.145325,240.449997,314.25,192.236359,164.559998,225.774994,1407.849976,206.699997,528.614258,198.333328,151.337494,297.918762,644.849976,129.206284,206.100006,26.450001,566.549988,93.5,779.599976,161.53334,687.950012,15.65,725.799988,385.922272,753.299988,74.273888,101.404739,31.75,186.333328,359.100006,347.399994,138.583328,89.550018,508.049988,101.150002,101.326805,113.216667,397.630859,407.5,82.199997,388.192535,245.245453,49.383163,60
2012-10-22,115.150002,1827.650024,417.299988,1369.849976,264.216003,244.75,319.5,195.563629,164.059998,224.095001,1418.650024,203.199997,529.505005,196,152.787506,298.193756,659.450012,128.850037,207.100006,26,569.450012,96,772.099976,161.233337,687.049988,16,742.666687,389.117126,750.75,74.542465,100.912552,31.75,185.600006,364.5,349.549988,140.958328,88.95002,512.200012,101.099998,102.581322,114.133331,403.970764,400.450012,81.199997,388.573639,249.652695,49.051529,59.900002
2012-10-23,113.349998,1795.75,414.299988,1366.900024,261.792023,244.449997,317.049988,196.263641,163.710007,223.470001,1404.300049,203.100006,526.716553,193.333328,152.175003,294.137512,657.299988,128.587524,205.449997,25.450001,570.349976,94.699997,756.200012,159.666672,694.849976,15.55,756.155579,385.222046,750.549988,75.030785,99.857864,32,184.03334,365.799988,349,140.833328,88.087524,507.450012,99.949997,101.712807,116.183334,401.172302,390.75,81.300003,385.286682,249.009979,49.081676,59.450001
2012-10-25,113.75,1832.300049,428.950012,1368.849976,258.47757,247.610001,318.674988,197.663635,160.770004,219.934998,1401.300049,206.100006,530.132446,194.699997,152.3125,293.09375,657.674988,127.537529,204.649994,24.700001,563.950012,95.300003,752.799988,160.366669,691.099976,15.85,761.06665,376.77536,765.75,76.862,101.587547,32.549999,184.433334,361.950012,347.450012,141.083328,87.525024,499.649994,98.199997,101.326805,116.833336,401.395172,387.299988,80.75,379.951385,247.586792,49.292717,58.25
2012-10-29,113.550003,1904.699951,444.424988,1362.199951,254.02533,244.350006,320.299988,194.263641,151.070007,216.770004,1414.75,209.649994,523.742126,192.166672,152.5,291.9375,654.200012,129.318787,203.5,24.15,546.049988,89.75,741.599976,151.266663,686.700012,15.9,750.06665,361.807617,756.950012,77.325905,101.65786,29.75,182.633331,359.950012,343.899994,139.791672,86.212524,494.299988,95.849998,102.822578,114.199997,401.791412,388.5,80.5,383.04776,247.724518,50.378059,56.299999
2012-10-30,110.900002,1872.099976,436.825012,1390.800049,245.021896,236.940002,316.825012,190.027267,145.770004,207.429993,1378.400024,203.300003,511.325562,189.399994,151.600006,294.793762,655.75,130.331284,199.100006,23.5,550.599976,86.300003,737,152.53334,682.349976,15.8,728.35553,348.67804,750.650024,78.131638,100.01255,29.1,182,354.649994,341.899994,138.458328,84.900024,481.25,93.349998,101.712807,112.699997,397.853729,379.850006,79.300003,374.473145,248.091797,50.860435,53.849998
2012-10-31,116.550003,1880,442.225006,1437.900024,252.046555,236.520004,317.100006,190.94545,147.679993,211.024994,1379.050049,202.699997,513.23877,188.366669,152,295.375,657.75,131.493774,202.800003,23.1,546.599976,87.349998,737.849976,149.866669,687.099976,15.8,723.044434,334.323029,762.349976,79.230362,98.128174,29.85,179,363.299988,347.075012,137.791672,85.500023,469.5,92.449997,102.340073,112.516663,398.96817,388.350006,80.25,373.6633,247.586792,51.614147,54
2012-11-01,116.25,1910,449.899994,1459.75,264.611786,241.429993,314.299988,192.245453,150.330002,211.550003,1395.099976,204.300003,518.854492,186.199997,152.024994,295.581238,657.625,135.468781,204.350006,23.9,537.450012,89.050003,736,151.03334,696.599976,15.75,725.044434,338.918365,763.5,81.159241,97.171921,30.15,176.566666,375.299988,350.725006,137.875,87.712524,481.899994,95.25,102.484825,112.633331,399.760681,391.950012,81.300003,378.665192,258.145844,51.764889,54.849998
2012-11-02,117.699997,1945.800049,458.725006,1465.900024,267.184174,243.100006,315.149994,196.300003,151.110001,215.244995,1408.400024,207.399994,520.798706,188.800003,153.550003,298.512512,665.599976,136.725037,205.399994,24.1,533,88.75,717.25,152.96666,703.400024,15.65,744.622192,343.294891,766.25,82.184715,100.912552,29.9,177.166672,377,348.475006,140.125,88.500023,486.75,97.349998,102.77433,112.016663,400.181671,388.850006,83.050003,383.333588,252.45314,52.156818,55.450001
2012-11-05,114.5,1949.150024,455.25,1478.25,266.936829,242.850006,317.5,195.936356,151.029999,214.475006,1436.550049,210.050003,517.700378,192.433334,153.462494,297.306244,664.799988,135.937531,202.800003,24.049999,533,87.449997,721.950012,153.766663,701.599976,15.6,744.955566,345.351868,770,81.281319,100.406303,30.9,177.800003,380.200012,348.950012,139.541672,87.787521,487.600006,97.349998,101.809311,113.266663,399.290131,380.350006,82.75,378.855713,251.12178,51.975929,56.150002
2012-11-06,112.449997,1935.75,457.475006,1451.599976,264.117065,244.029999,319.774994,196.490906,151.5,217.315002,1473.400024,215.449997,520.512146,192.766663,152.100006,297.706238,660.275024,137.250031,206.600006,24,532.849976,88.699997,729.349976,155.166672,711.099976,15.6,740.244446,345.39563,783.75,79.376862,102.318802,30.4,178.266663,396.850006,349.200012,140.541672,89.737518,478.75,97.650002,102.726074,113.816666,398.94342,386.549988,82.400002,380.094269,251.351334,51.282516,56.5
2012-11-07,113.75,1946.199951,459.799988,1467.150024,266.491608,246.410004,320.024994,198.718185,155.139999,221.699997,1472.699951,218.100006,527.072815,193.300003,154.037506,300.549988,665.75,137.943787,211.5,25.700001,534.549988,93.550003,725.450012,157.96666,706.200012,15.65,741.977783,355.85553,799.650024,81.256905,102.965675,30.200001,177.866669,396.350006,350.174988,141.083328,90.000023,485.049988,98.699997,100.168777,113.283333,396.665009,386.649994,83.5,382.952484,248.918167,52.820087,57.900002
2012-11-08,113.800003,1923.050049,457.049988,1459.75,280.936676,244.5,319.5,195.636368,155.619995,224.229996,1473.400024,218.050003,520.473389,192.666672,154.625,296.912506,665.599976,140.77504,214,27.049999,533.349976,92.650002,725.900024,158.633331,699.25,15.55,726.822205,351.041351,793.799988,79.889603,100.8563,31.450001,176.833328,393.399994,348.274994,141.666672,89.13752,476.350006,97.050003,98.190498,113.050003,394.559967,383.799988,82.5,384.857971,254.381302,54.930477,58.700001
2012-11-09,113.300003,1908.199951,454.700012,1463.400024,277.622223,243.020004,319.674988,192.581818,153.860001,215.505005,1453.25,213.899994,520.798706,192.100006,153.675003,293.587494,662.474976,139.050034,211.149994,26.450001,529.150024,91.300003,729.099976,154.833328,686.650024,15.5,720.488892,341.412964,793.950012,77.496819,99.843796,30.9,171.433334,393.399994,347.100006,138.916672,89.662521,471.049988,95.25,97.563232,112.800003,390.126984,383.200012,81.199997,372.091309,253.233582,56.196712,57.400002
2012-11-12,112.849998,1872.400024,452.799988,1454.099976,277.77063,245.289993,325.649994,192.436356,154.380005,219.029999,1434.449951,211.25,519.938904,189.199997,155,294.868744,667.25,138.281281,205.5,26.799999,529.799988,93.050003,729.349976,154.666672,674.75,15.3,713.955566,345.045502,791.599976,79.767517,99.042236,30.9,170.333328,392.049988,345.975006,139.583328,90.000023,473.850006,95.699997,96.067459,111.099998,389.631683,379.200012,79.900002,365.946136,257.089935,55.684189,58.900002
2012-11-15,111.199997,1839.650024,450.825012,1466.050049,269.36084,246.449997,323.125,191.754547,152.649994,215.369995,1404.400024,207.300003,500.636292,184.300003,155.162506,287.037506,647.075012,135.656281,209.25,28.35,533.799988,91.650002,731.049988,156.899994,672.950012,15.7,713.311096,338.480713,793.150024,80.524422,99.576614,30.85,169,388.799988,342.100006,139.083328,89.925018,474.350006,95.550003,96.742973,110.23333,388.616302,368.100006,79.150002,357.657349,266.54718,57.251907,63.5
2012-11-16,108.900002,1815.650024,447.225006,1438.099976,262.187775,245.25,321.125,186.781815,148.580002,210.845001,1378.099976,202.800003,492.580658,183.100006,151.9375,292.918762,643.400024,134.662537,203.600006,26.75,521,90.949997,721.450012,153.53334,669.950012,15.45,701.488892,332.266052,774.849976,77.814224,97.396919,30.75,171.933334,379.549988,339.5,138.666672,89.32502,462.299988,92.599998,95.633202,109.683334,383.935669,371.100006,79.25,352.607819,276.738953,57.342354,61.349998
2012-11-19,107.550003,1842.5,454.399994,1494.25,261.297333,242.860001,323.375,185.663635,148.789993,209.389999,1382.650024,199.399994,491.155426,187.800003,153.962494,294.818756,631.174988,134.30629,204.550003,27.15,516.650024,89.150002,717.150024,152.766663,669.5,15.45,692.64447,329.158691,764.849976,75.397034,96.342232,30.4,169.366669,382.700012,340.225006,140.291672,90.037521,458.799988,91.050003,93.461914,109.349998,383.514679,371.899994,77.949997,346.319763,284.176208,56.950424,62.150002
2012-11-20,105.599998,1821.75,469.25,1499.300049,263.276093,243.789993,326.924988,186.199997,146.089996,206.649994,1378.900024,195.75,489.753418,187.03334,153.412506,290.59375,636.400024,135.656281,199.699997,25.6,520.200012,85.900002,710.349976,152.100006,668.900024,15.5,688.622192,329.246246,782.049988,76.666672,96.764107,29.9,167.96666,379.850006,341.549988,140.291672,91.57502,449.950012,88.699997,95.005936,108.800003,379.081696,369.100006,77.25,343.509186,283.717102,56.588642,58.950001
2012-11-21,107,1807.300049,472.024994,1492.5,262.682465,247.270004,331.850006,189.899994,145.529999,206.100006,1384.300049,199.449997,492.526428,190.733337,154.375,293.731262,641.099976,137.550034,201.800003,26.299999,524.599976,88.800003,709.150024,148.133331,667.150024,15.35,695.844421,333.491486,778.75,77.081741,97.453171,29.75,168.433334,389.399994,350.225006,135,90.07502,454.799988,89.25,97.080727,109.550003,381.979218,375.700012,77.199997,347.510681,282.248016,55.714336,61.549999
2012-11-22,108.300003,1803.300049,477.674988,1493.449951,256.004089,251.410004,334.549988,187.745453,146.75,209.845001,1391.650024,202.100006,502.231964,192.666672,156.824997,297.825012,638.224976,139.050034,201.050003,27.1,524.349976,89.900002,707,147.53334,658.75,15.25,707,336.555054,775.150024,76.422508,97.692238,29.799999,167.399994,387.25,349.600006,136.583328,89.32502,460.149994,90.900002,97.514984,108.650002,379.329346,376.100006,78.050003,348.653961,282.615295,56.106266,63.299999
2012-11-23,107.900002,1825.25,477.024994,1493.300049,257.735535,251.350006,334.875,186.381821,146.889999,208.949997,1381.300049,203.25,492.82077,191.066666,159.112503,297.193756,644.299988,137.568787,200.699997,26.6,530.200012,89.099998,710.200012,149.800003,659.099976,15.25,705.488892,335.154541,779.349976,77.032913,95.596924,29.9,167.46666,381.700012,352.649994,132.833328,89.812523,455.899994,90.099998,98.5765,107.150002,383.242249,375.350006,78.050003,347.605957,280.457581,55.925377,63.400002
2012-11-26,109.800003,1832.449951,461.024994,1491.849976,260.40686,253.160004,330.950012,185.145447,148.020004,209.190002,1382.800049,201.100006,495.756439,191.399994,159.987503,302.174988,646.849976,140.793777,200.300003,26.549999,537.400024,89.099998,701.200012,147.433334,665.849976,15.45,715.844421,344.739166,775.650024,79.059448,94.781296,29.549999,166.666672,381.600006,348.399994,132.875,90.300018,457.75,92.199997,99.589767,105.150002,383.192719,372.399994,78.150002,354.275116,284.864838,57.4328,67.75
2012-11-27,112.5,1840.300049,464.174988,1497.650024,263.820251,258.01001,340.25,188.018188,150.889999,211.514999,1390.5,205.600006,497.135193,196.166672,160.725006,308.831238,647.599976,142.106277,205.300003,29.5,541.650024,92.800003,705.25,149.266663,674.099976,17.1,721.511108,352.004181,799.200012,79.743103,95.526611,30.049999,166.5,390.799988,349.975006,132.125,88.912521,471,95.25,99.831024,109.449997,389.705963,380,78.599998,358.181335,299.968872,60.357197,69.5
2012-11-29,113.099998,1816,466.950012,1489.099976,275.495026,262.040009,349.924988,196.681824,153.350006,213.184998,1396.099976,207.949997,512.386719,198.666672,159.699997,305.65625,649.049988,144.881287,208.550003,32.049999,548.150024,94.699997,704.799988,148.100006,669.549988,18.549999,739.06665,360.625946,821.799988,81.671974,96.87661,30.200001,169.199997,404.549988,354.975006,133.833328,88.425018,476.299988,96.849998,102.340073,112.199997,395.401978,381.149994,79.050003,358.99118,303.320221,59.93512,69.550003
2012-11-30,116.599998,1826.650024,473.5,1473.849976,270.548096,263.980011,351.975006,199.972733,156.979996,217.029999,1383.900024,208,520.581848,199,164.125,304.606262,657,147.468781,209.800003,31.700001,538.099976,96.150002,713.400024,156.233337,670.599976,19.549999,741.288879,371.085846,843.5,84.577499,99.379738,30.950001,176.633331,414.649994,354.924988,135.333328,88.425018,485.299988,97.199997,104.028847,115.833336,393.123596,403.049988,80.800003,367.946899,309.426117,58.518143,71.5
2012-12-03,117.800003,1821.199951,478.825012,1489.900024,269.212433,264.320007,343.475006,200.418182,156.610001,220.404999,1435.900024,209.5,514.726013,197.433334,161.962494,304.893738,658.400024,147.975037,210.350006,32.450001,536.5,97.349998,718.700012,158.566666,676,19.549999,741.044434,370.691956,836.200012,82.673042,98.029739,31.4,174.766663,413.549988,352.524994,133.708328,89.212524,488.700012,97.300003,103.739342,114.633331,398.22522,404.600006,81.550003,372.234192,304.054779,58.487995,71.5
2012-12-04,117.099998,1810.25,469.350006,1480.550049,268.668274,264.420013,342.575012,203.518188,157.460007,223.955002,1426.650024,205.300003,507.948395,196.766663,162.050003,304.681244,649.724976,145.537537,212.800003,33.650002,533.700012,101.650002,723.450012,158.399994,680.75,18.85,737.288879,381.458221,841.549988,83.845016,99.084427,31.9,176.833328,411.350006,351.899994,132.166672,90.337524,498.200012,98,107.744164,116.566666,408.478027,408.299988,81.550003,371.710205,305.248413,58.789478,72.699997
2012-12-05,121.150002,1821.5,465.049988,1477.349976,272.032196,266.940002,346.299988,203.600006,162.839996,227.179993,1431.949951,207.199997,510.194702,198.600006,159.75,297.8125,648.950012,142.856277,222.300003,34.400002,531.75,100.699997,724.150024,158.300003,683.450012,19,740.733337,381.764557,837.950012,84.772827,99.506302,31.549999,178.46666,414.549988,351.274994,132.25,90.112518,500.649994,97.099998,103.980598,119.566666,412.390961,404.200012,83.199997,379.37973,303.366119,58.879925,72.5
2012-12-06,122.900002,1825.199951,464.424988,1482.550049,277.869568,272.820007,347.375,206.490906,164.600006,230.720001,1418.349976,206.800003,509.993286,200.899994,156.362503,292.287506,640.349976,142.443787,226.649994,35.950001,535.25,104.5,722,161.166672,681.900024,19.049999,744.222229,396.688538,844.150024,85.700638,99.506302,31.4,179.133331,411.75,351.575012,134.25,90.037521,512.299988,100.300003,104.945618,120.199997,417.987885,407.649994,83.650002,380.904114,298.132507,59.121113,73.900002
2012-12-07,123.800003,1826.199951,469.600006,1509.949951,278.908417,265.75,346.549988,205.763641,164.210007,231.619995,1414.800049,206.25,503.207947,201,153.512497,290.143738,632.075012,142.575027,220.199997,35.049999,530.650024,105.150002,717.25,162,682.299988,18.700001,744.64447,390.867767,837.75,85.676224,99.239113,32.150002,178.53334,410.700012,349.950012,133.208328,89.025024,507.049988,100.800003,105.958885,119.400002,413.381561,409.799988,82.349998,375.616425,296.06662,58.518143,73.699997
2012-12-10,123.050003,1842.25,464.649994,1493.400024,276.979126,264.570007,346.5,203.899994,167.940002,232.024994,1413.5,207.100006,495.981079,201.300003,155.337494,289.193756,618.599976,143.287537,222,36,534.849976,104.400002,711.900024,162.333328,676.900024,18.700001,739.888916,401.721558,865.799988,84.284508,99.660988,32.75,177.633331,417.350006,352.299988,130.75,88.912521,518.549988,100.75,105.186867,118.900002,410.261139,410.049988,81.5,381.380463,291.888885,57.704136,76
2012-12-11,119.849998,1853.25,464.875,1477.900024,275.148743,265.079987,345.424988,204.118179,165.919998,230.880005,1427.900024,211.550003,497.166199,202.199997,153.587494,286.756256,609.849976,142.331284,217.850006,35.349998,544.900024,103.599998,712.150024,158.199997,677.450012,18.4,741.177795,396.819855,874.950012,84.821655,99.829735,32,175.800003,416.299988,357.799988,128.5,88.125023,517.200012,100.75,103.691093,119.883331,406.174866,420.100006,82,377.378998,288.491638,56.407749,74.800003
2012-12-12,118.400002,1889.949951,474.75,1476,273.565735,265.269989,346.924988,202.399994,165.080002,229.490005,1421.050049,210.399994,488.40564,203.96666,154.074997,287.225006,612.900024,140.550034,217.350006,34.950001,529.75,104.75,712,154.96666,683.950012,18.299999,732.266663,413.319336,859.700012,86.188965,97.818794,31.65,173.100006,415.25,362.924988,127.666664,87.937523,526.450012,100.349998,102.77433,117.949997,412.390961,413,82.050003,376.759705,286.379822,57.131313,77.400002
2012-12-13,115.800003,1878.5,471.174988,1474.150024,284.844757,265.070007,345.524994,203.863632,163.949997,226.259995,1396.050049,206.550003,485.903748,196.833328,155.287506,285.443756,611.275024,140.100037,214.449997,33.5,519.75,102.900002,704.950012,151.96666,687.5,18.299999,722.977783,402.684387,854.299988,84.308922,97.76255,31.25,173.100006,406.899994,359.274994,125.5,88.687523,515.099976,100,102.098816,117.150002,413.208191,420.25,81.099998,370.281097,291.797089,57.704136,74.650002
2012-12-14,119.949997,1863.550049,476.049988,1477.25,289.000183,270.540009,344.375,206.55455,166.080002,232.024994,1404.349976,206.449997,486.65509,197.300003,157.725006,284.850006,621.450012,140.981277,217.350006,33.400002,516.650024,101.5,699.299988,149.933334,680.650024,18.65,728.511108,407.454803,852.299988,85.065819,97.43911,31.35,173,403,359.475006,127.333336,87.187523,521.150024,100.050003,101.037292,116.98333,415.684723,431.200012,83.25,378.23645,286.884827,57.764431,75.050003
2012-12-17,124.199997,1865.550049,480.125,1499.650024,290.929504,271.809998,338.25,208.018188,167.490005,234.429993,1414.650024,204.149994,493.169342,195.366669,158.237503,283.28125,602.75,138.825027,217.850006,33,522.75,99.949997,704,147.266663,669.549988,18.85,726.400024,411.524963,836.849976,84.772827,96.792236,31.299999,171.866669,409.25,360.524994,128.75,87.26252,515.5,100.150002,102.484825,114.966667,413.158661,441.75,85.699997,380.189545,275.958496,57.131313,75
2012-12-18,127.449997,1884.550049,483.600006,1475.349976,295.183868,270.790009,337.975006,208.899994,168.850006,237.270004,1410.650024,206.050003,500.45816,195.399994,158.1875,283.875,605.325012,140.943787,223.449997,34.950001,524.75,102.150002,708.5,153.46666,669.950012,18.5,736.422241,419.97168,846.849976,84.992569,97.579735,31.549999,170.833328,412.299988,368.475006,129.541672,87.82502,523.150024,98.5,102.581322,116.75,411.79657,449.600006,88.300003,394.718781,287.757111,57.402649,75.699997
2012-12-19,129.649994,1916.300049,484,1509.75,304.4841,266.980011,344,207.045456,170.210007,237.229996,1415.050049,211.100006,500.915161,193.399994,160.362503,287.018738,616.325012,144.80629,225.300003,34.75,522.950012,103.25,712.549988,155.699997,669,18.700001,726,424.391968,830.75,86.433121,98.409424,31.799999,176.433334,419.850006,382.399994,128.958328,87.150024,526.25,98.099998,103.401588,119.216667,415.808563,460.649994,90.699997,404.055603,290.190277,57.583542,75.650002
2012-12-20,132.699997,1910.5,476.575012,1520.150024,301.664337,263.720001,341.700012,207.209091,170.240005,238.125,1402.5,205.300003,500.109589,191.399994,159.875,287.450012,626.025024,143.268784,225.899994,34.150002,532.700012,101.300003,698.950012,154.666672,669.150024,18.65,718.888916,413.188049,831,85.602974,98.929733,31.6,176.733337,424.850006,373.5,128.375,86.850021,522.599976,96.050003,104.077103,116.633331,414.991302,470.799988,91.5,411.201141,290.970734,59.724079,74.5
2012-12-21,129.300003,1900.300049,468.774994,1504.900024,296.222717,264.25,338,204.345459,166.339996,233.445007,1397.300049,199.75,497.445038,191.366669,157.487503,287.106262,629.349976,142.293777,219.449997,32.700001,527.150024,96.699997,688.349976,151.766663,659.400024,18.25,706.711121,406.010559,830.200012,82.526543,98.212547,30.15,174.100006,419.75,364.725006,127.625,86.025024,514.25,91.699997,102.243568,114.599998,408.750458,454.549988,90.699997,410.343658,282.202118,58.849777,72.699997
2012-12-24,129.100006,1886.349976,468.825012,1478.900024,303.692596,268.529999,338.049988,203.909088,166.699997,233.130005,1410.849976,200.149994,491.364563,191.366669,159.112503,290.287506,633.099976,144.731293,223.399994,32.900002,531.700012,95.699997,690.5,151.733337,661.5,17.9,704.577759,414.982422,828.700012,83.234612,99.042236,31,170.766663,418.75,370.424988,128.583328,85.800018,517.25,92.199997,103.401588,115.650002,406.496826,445.450012,88.900002,408.342926,283.349854,59.75423,73.300003
2012-12-26,128.899994,1874.650024,472.325012,1480.099976,302.851624,270.390015,340.149994,208.845459,168.5,237.085007,1415.25,201.300003,491.116699,193.666672,158.612503,289.40625,631.099976,144.393784,225.649994,34.049999,523.400024,98.050003,694.75,153.46666,668.349976,17.6,721.044434,421.065796,834.700012,84.601913,99.534424,31.200001,171.733337,420.25,376.850006,129.416672,86.475021,521.150024,93.099998,105.09037,116.25,410.236359,454.450012,88.800003,409.581482,291.42981,61.53299,74.25
2012-12-27,128.100006,1869.5,465.174988,1482,305.918701,272.859985,340.049988,206.627274,168.820007,238.835007,1402.900024,199.699997,486.70932,192.266663,156.324997,285.96875,625.474976,144.562531,225.050003,33.700001,518.200012,96.75,691.200012,150.699997,664.849976,17.950001,716.822205,418.658722,828.450012,83.307861,97.748489,30.9,172.666672,415.100006,372.75,129.583328,85.087524,515.5,93,104.800865,114.683334,405.010895,446.600006,89.300003,410.391296,292.577545,63.402191,73.349998
2012-12-28,129.399994,1896.199951,462.299988,1500.400024,306.759705,271.910004,338.825012,207.55455,168.539993,237.949997,1409.449951,201.300003,486.717072,192.933334,156.574997,290.399994,633.75,147.018784,224.899994,33.599998,522.099976,96.849998,700.650024,151.666672,668.799988,19.35,719.977783,418.658722,834.400024,84.528664,98.803177,30.85,177.199997,416.399994,369.75,130.541672,85.125023,517.049988,93.449997,105.428123,117.433334,416.180023,445.799988,90.599998,408.295288,292.944824,62.648479,73.25
2012-12-31,130.5,1900.599976,465.825012,1490.050049,309.332092,271.309998,339.299988,206.954544,174.259995,238.550003,1432.199951,200.899994,491.00824,191.199997,154.675003,289.837494,627.924988,147.937531,230.600006,33.650002,524.849976,96.900002,700.75,152.166672,667.75,18.549999,714.288879,419.97168,828.849976,83.649689,100.335983,30.950001,178.666672,414.25,368.125,130.375,86.062523,520.549988,93.349998,106.489639,118.783333,415.833313,447.850006,90.650002,408.24765,291.154358,62.588184,73.900002
2013-01-01,134.149994,1897.349976,470.899994,1514.400024,313.38858,272.540009,342.25,210.627274,178.490005,242.645004,1431.099976,201.800003,495.64801,191.5,155.537506,288.606262,632.075012,148.83754,235.350006,34.900002,530.599976,98.5,705.5,155.066666,674.099976,18.799999,722.177795,431.919586,832.950012,84.797241,100.518799,32.150002,178.433334,417.450012,369.75,129.583328,85.38752,544.150024,94.800003,107.502914,118.766663,416.402924,461.049988,92.699997,417.489197,295.745239,62.527885,75.800003
2013-01-02,135,1905.349976,469.299988,1557.400024,314.625336,277.369995,343.674988,213.454544,181.100006,245.054993,1429.5,204.25,494.563599,190.266663,156.3125,288.649994,631.650024,147.656281,235.199997,34.900002,530.5,101.449997,703.299988,158.699997,688.150024,18.65,733.133362,433.188782,846.599976,87.360939,102.585991,32.450001,183.066666,420.450012,370.450012,131.25,84.82502,543.349976,95.5,108.081924,122.150002,419.993866,466.149994,96,417.441559,294.781158,63.040409,75.300003
2013-01-03,134.399994,1887.949951,468.200012,1543.300049,314.724274,277.98999,341.674988,213.100006,179.360001,247.160004,1436.300049,206.449997,492.154633,189.03334,156.487503,292.237488,640.299988,149.175034,238.899994,35.099998,532.349976,101.099998,705.200012,159.199997,692.150024,18.299999,727.488892,432.269714,845.5,88.362,102.192238,32.549999,186.53334,417.850006,366.924988,131.291672,85.612518,546,95.75,106.296638,122.083336,426.333771,466.350006,95.150002,421.395416,301.162506,65.844215,78.800003
2013-01-04,132.550003,1887.949951,470.625,1545.449951,312.052917,275.790009,339.674988,214.981812,181.619995,248.669998,1434.800049,206.100006,494.106598,188.266663,158.512497,293.693756,649.599976,151.36879,237.75,35.900002,534.700012,101,725.700012,161.866669,691.900024,18.4,723.555542,439.184631,837.700012,89.607224,104.385986,32.450001,189.866669,416.149994,367.575012,132.416672,86.212524,547.200012,96,106.344894,124.666664,426.878632,457.799988,95.300003,413.011322,300.244324,66.17585,80.650002
2013-01-07,134.399994,1897.300049,477.075012,1584.599976,309.925751,274.570007,334.100006,214.936356,180.559998,246.759995,1417.449951,203.850006,493.355225,186.03334,156.975006,296.850006,647.424988,151.856293,235.050003,35.75,525.400024,98.800003,725.650024,159.866669,683.049988,18.75,705.844421,438.922058,822.950012,89.802551,103.035988,36.75,192,424.350006,372.075012,131.333328,85.800018,550.950012,96.599998,104.993866,128.5,424.278259,458.399994,99.550003,420.061584,300.060699,66.05526,81.900002
